Date,price,return,SMA1,SMA2,position,strategy,benchmark_returns,strategy_returns
2017-04-06,140.19073486328125,-0.004805177554307631,137.11843910217286,125.7516365814209,1,-0.004805177554307631,1.4473037616265265,1.1289330403516606
2017-04-07,139.80343627929688,-0.0027664778121376946,137.283288192749,125.88505462646485,1,-0.0027664778121376946,1.4433053611757416,1.125814188250858
2017-04-10,140.06161499023438,0.0018450233997094631,137.45334968566894,126.01395416259766,1,0.0018450233997094631,1.4459707514376312,1.1278932591493522
2017-04-11,138.9493865966797,-0.007972691246425774,137.59908142089844,126.15218852996826,1,-0.007972691246425774,1.434488306899842,1.1189366659541908
2017-04-12,138.61175537109375,-0.002432843370806124,137.74133758544923,126.30417682647705,1,-0.002432843370806124,1.4310026632636228,1.1162177769606343
2017-04-13,138.42308044433594,-0.0013621027505335919,137.88905601501466,126.43670112609863,1,-0.0013621027505335919,1.4290548174841744,1.1146984086592229
2017-04-17,140.43896484375,0.014458184969319127,138.07724113464354,126.57205551147462,1,0.014458184969319127,1.4498664429965278,1.1309319957521748
2017-04-18,139.982177734375,-0.003257867856840107,138.26170234680177,126.70453006744384,1,-0.003257867856840107,1.4451506555922766,1.1272535639308203
2017-04-19,141.2830810546875,0.009250432154177425,138.4739688873291,126.84395610809327,1,0.009250432154177425,1.458580945909514,1.137729525427393
2017-04-20,142.80247497558594,0.010696836754510997,138.66463661193848,126.99092945098877,1,0.010696836754510997,1.4742668936239143,1.149964955966255
2017-04-21,142.6833038330078,-0.0008348657505625443,138.87119331359864,127.12489364624024,1,-0.0008348657505625443,1.4730365923269075,1.1490052902619265
2017-04-24,144.46087646484375,0.012381204017906053,139.12020301818848,127.2719662475586,1,0.012381204017906053,1.4913879303031974,1.1633197916992826
2017-04-25,145.4738311767578,0.006987496196081795,139.370454788208,127.41720184326172,1,0.006987496196081795,1.5018454913277564,1.1714769501860751
2017-04-26,145.5433349609375,0.00047766107012591814,139.64404373168946,127.55965675354004,1,0.00047766107012591814,1.5025630358101976,1.1720366527831576
2017-04-27,146.67543029785156,0.007748311439273487,139.8992607116699,127.70747421264649,1,0.007748311439273487,1.514250583073813,1.1811532312212174
2017-04-28,149.20773315429688,0.017117328729444162,140.23417167663575,127.87366329193115,1,0.017117328729444162,1.5403936192258467,1.20154545161728
2017-05-01,151.4024200439453,0.014601808094444873,140.61377029418946,128.04829349517823,1,0.014601808094444873,1.5630511692706361,1.2192189058963165
2017-05-02,151.7201690673828,0.002096505844407928,140.9951057434082,128.226647567749,1,0.002096505844407928,1.5663315526520538,1.2217776867704442
2017-05-03,150.74696350097656,-0.006435138367543178,141.3550910949707,128.38767265319825,1,-0.006435138367543178,1.5562843546081226,1.2139406216459792
2017-05-04,149.80355834960938,-0.006277867986945402,141.68106384277343,128.53782375335695,1,-0.006277867986945402,1.5465448106529307,1.2063435343858615
2017-05-05,149.1978302001953,-0.004051680033951776,141.97898292541504,128.67844161987304,1,-0.004051680033951776,1.540291382920884,1.2014657047488921
2017-05-08,150.01211547851562,0.005442915921539008,142.28360481262206,128.82963550567626,1,0.005442915921539008,1.5486979166871804,1.2080230108067016
2017-05-09,149.43614196777344,-0.0038469031408440717,142.55371742248536,128.97601303100586,1,-0.0038469031408440717,1.5427516704569473,1.2033847904044879
2017-05-10,149.24745178222656,-0.0012634789094346066,142.82606468200683,129.11831890106203,1,-0.0012634789094346066,1.5408036671485237,1.201865299226546
2017-05-11,148.99916076660156,-0.0016650051503574704,143.0822738647461,129.26141914367676,1,-0.0016650051503574704,1.5382403556626214,1.199865852319909
2017-05-12,149.28717041015625,0.001931095748977906,143.33898124694824,129.39543300628662,1,0.001931095748977906,1.541213715071201,1.202185146835812
2017-05-15,149.14813232421875,-0.0009317804879192182,143.5959358215332,129.52050922393798,1,-0.0009317804879192182,1.5397783110483678,1.2010654958885851
2017-05-16,148.74099731445312,-0.0027334684133236216,143.84022903442383,129.64881298065185,1,-0.0027334684133236216,1.5355751229297074,1.1977869042979459
2017-05-17,143.84518432617188,-0.03346890795251873,143.99762954711915,129.7508005142212,1,-0.03346890795251873,1.485031636150287,1.158361723687803
2017-05-18,146.63572692871094,0.019213850845847705,144.1979808807373,129.87279846191407,1,0.019213850845847705,1.5138406926801113,1.1808335064884823
2017-05-19,147.03292846679688,0.0027051016375147486,144.40975112915038,129.99966228485107,1,0.0027051016375147486,1.5179413294358588,1.1840321054576726
2017-05-22,147.21168518066406,0.0012150212956662824,144.60588111877442,130.11823398590087,1,0.0012150212956662824,1.5197867813813692,1.1854716040141653
2017-05-23,147.04286193847656,-0.0011474640739733322,144.79828643798828,130.23203903198242,1,-0.0011474640739733322,1.518043880798772,1.1841120980791215
2017-05-24,148.99916076660156,0.013216551399728342,145.00385017395018,130.3550793838501,1,0.013216551399728342,1.5382403556626216,1.1998658523199093
2017-05-25,150.90586853027344,0.012715581720910382,145.23498573303223,130.4886463546753,1,0.012715581720910382,1.5579248613567822,1.2152202578361044
2017-05-26,151.07472229003906,0.0011183088085530697,145.47630043029784,130.62395137786865,1,0.0011183088085530697,1.5596680769973301,1.2165800095242094
2017-05-30,151.3229522705078,0.0016417456687428907,145.73275756835938,130.7603981781006,1,0.0016417456687428907,1.5622307583673312,1.2185789649247234
2017-05-31,150.40933227539062,-0.006055850394756219,145.9606647491455,130.8923762512207,1,-0.006055850394756219,1.5527987109719035,1.2112217326524226
2017-06-01,150.47885131835938,0.00046209221894632395,146.2039649963379,131.0295679092407,1,0.00046209221894632395,1.55351641298332,1.211781558126036
2017-06-02,152.54444885253906,0.013633469951378426,146.49592628479004,131.18006671905516,1,0.013633469951378426,1.5748412678971646,1.2284154769558255
