Date,price,return,SMA1,SMA2,position,strategy,benchmark_returns,strategy_returns
2017-11-27,19.5049991607666,-0.0035824809200204048,19.49722490310669,16.670259981155397,1,-0.0035824809200204048,1.9704009324215934,1.415353632659017
2017-11-28,19.917999267578125,0.020953008805547572,19.552649879455565,16.698249979019167,1,0.020953008805547572,2.0121223285028873,1.445322421513929
2017-11-29,18.815000534057617,-0.05696935630751583,19.575049877166748,16.721914982795717,1,-0.05696935630751583,1.9006970618276526,1.3652848244118132
2017-11-30,18.757999420166016,-0.003034155254617005,19.582874870300294,16.74456997871399,1,-0.003034155254617005,1.8949387920099845,1.3611486164095916
2017-12-01,18.68199920654297,-0.004059846196538981,19.563949871063233,16.76697497367859,1,-0.004059846196538981,1.887261227373719,1.3556337646760623
2017-12-04,18.40399932861328,-0.014992455166173466,19.528999853134156,16.787884969711303,1,-0.014992455166173466,1.8591775953688758,1.3354610831053813
2017-12-05,18.42099952697754,0.0009232966789008962,19.49734983444214,16.808689966201783,1,0.0009232966789008962,1.8608949605649567,1.3366946792882088
2017-12-06,18.530000686645508,0.005899784861506164,19.472899866104125,16.829409971237183,1,0.005899784861506164,1.8719062907821253,1.344604199613153
2017-12-07,18.520000457763672,-0.0005398234178566133,19.44852485656738,16.850619974136354,1,-0.0005398234178566133,1.8708960646267285,1.3438785466583045
2017-12-08,18.854000091552734,0.01787384389454325,19.43022484779358,16.87326497554779,1,0.01787384389454325,1.904636808957044,1.368114774052818
2017-12-11,18.621999740600582,-0.012381434293228435,19.397049856185912,16.894669976234436,1,-0.012381434293228435,1.8812000631222754,1.3512799853511204
2017-12-12,18.572999954223633,-0.0026347527960767165,19.35467486381531,16.916469974517824,1,-0.0026347527960767165,1.8762500898374879,1.3477243827552674
2017-12-13,18.785999298095703,0.011402963468632435,19.325624847412108,16.93907496929169,1,0.011402963468632435,1.8977673481727209,1.3631803893215078
2017-12-14,18.95599937438965,0.009008596892887634,19.310674810409544,16.964089965820314,1,0.009008596892887634,1.9149408074525913,1.375516212745634
2017-12-15,19.011999130249023,0.002949841902235776,19.29814977645874,16.989579963684083,1,0.002949841902235776,1.9205979197780632,1.379579758569466
2017-12-18,19.04199981689453,0.001576743243337815,19.28879976272583,17.013819961547853,1,0.001576743243337815,1.9236285982442534,1.3817567174340115
2017-12-19,18.70199966430664,-0.01801660418396771,19.27517476081848,17.036614961624146,1,-0.01801660418396771,1.8892816796845127,1.3570850705857593
2017-12-20,18.881999969482425,0.009578633630441048,19.25717477798462,17.060864963531493,1,0.009578633630441048,1.9074653651197804,1.3701465469647343
2017-12-21,18.86199951171875,-0.0010597954594411265,19.244299745559694,17.084909958839418,1,-0.0010597954594411265,1.9054449128089863,1.368695241055037
2017-12-22,18.993999481201172,0.006973822272275569,19.23112473487854,17.109434957504273,1,0.006973822272275569,1.918779589770724,1.3782736386123986
2017-12-26,18.775999069213867,-0.011543703531397881,19.201674699783325,17.131554951667784,1,-0.011543703531397881,1.8967571220173243,1.3624547363666593
2017-12-27,18.624000549316406,-0.008128307931426673,19.171349716186523,17.153079953193664,1,-0.008128307931426673,1.8814021854257306,1.3514251713037502
2017-12-28,19.270999908447266,0.03415026942087127,19.162049722671508,17.17680995464325,1,0.03415026942087127,1.9467622569643093,1.3983737964088399
2017-12-29,19.195999145507812,-0.0038994909830571745,19.14694972038269,17.20059494972229,1,-0.0038994909830571745,1.939185657139302,1.3929314684495506
2018-01-02,20.10700035095215,0.04636615111581435,19.15132474899292,17.228574953079224,1,0.04636615111581435,2.031215275282293,1.4590370270735125
2018-01-03,20.5049991607666,0.019600687318052364,19.163924741744996,17.25818494796753,1,0.019600687318052364,2.0714212357900226,1.487917267294077
2018-01-04,20.562999725341797,0.002824613066678513,19.177674722671508,17.28978994846344,1,0.002824613066678513,2.0772804704189487,1.4921259990705387
2018-01-05,20.999000549316406,0.02098151271868229,19.21292471885681,17.323459949493408,1,0.02098151271868229,2.1213254059257487,1.5237638035620173
2018-01-08,21.204999923706055,0.00976215562748103,19.251949739456176,17.358564949035646,1,0.00976215562748103,2.1421355252202976,1.5387118669002786
2018-01-09,20.930999755859375,-0.013005697367491256,19.29047474861145,17.39220994949341,1,-0.013005697367491256,2.114455945141426,1.5188294188307072
2018-01-10,21.25200080871582,0.01521974468118925,19.34172477722168,17.42643995285034,1,0.01521974468118925,2.146883568882569,1.5421224219476517
2018-01-11,21.724000930786133,0.021966636376251254,19.397124814987183,17.46247495651245,1,0.021966636376251254,2.1945651644040476,1.5763724663532654
2018-01-12,22.12299919128418,0.01820007175383621,19.46092481613159,17.499854950904847,1,0.01820007175383621,2.234872089723036,1.6053252303480703
2018-01-16,22.152999877929688,0.0013551672177926312,19.534449815750122,17.536589951515197,1,0.0013551672177926312,2.237902768189226,1.6075021892126158
2018-01-17,21.75,-0.018359164455516556,19.589424800872802,17.571434950828554,1,-0.018359164455516556,2.197191598263329,1.5782590533125522
2018-01-18,22.03300094604492,0.012927614884993091,19.65724983215332,17.608139953613282,1,0.012927614884993091,2.225780439686339,1.598794630562732
2018-01-19,22.04599952697754,0.0005897856652792447,19.723149824142457,17.645619950294495,1,0.0005897856652792447,2.2270935602755113,1.599737854840301
2018-01-22,22.757999420166016,0.031785548371602475,19.8015248298645,17.68759994506836,1,0.031785548371602475,2.2990200054837007,1.6514031549498311
2018-01-23,25.02899932861328,0.09511841930712653,19.936449813842774,17.740874943733214,1,0.09511841930712653,2.5284371051847176,1.8161951625626531
2018-01-24,26.1299991607666,0.04304892165120674,20.10032477378845,17.799969940185548,1,0.04304892165120674,2.6396604422374357,1.896087712116289
2018-01-25,26.969999313354492,0.03164106427713368,20.286949777603148,17.862894935607912,1,0.03164106427713368,2.7245175124813907,1.9570411762820712
2018-01-26,27.459999084472656,0.01800525530739109,20.47549977302551,17.92801992893219,1,0.01800525530739109,2.7740174380102083,1.9925973406447524
2018-01-29,28.458999633789062,0.03573407514250754,20.7165997505188,17.998399925231933,1,0.03573407514250754,2.874936776567379,2.0650884515055723
2018-01-30,27.8799991607666,-0.020554886351239116,20.944649744033814,18.066339921951293,1,-0.020554886351239116,2.816445973132186,2.0230740727276433
2018-01-31,27.030000686645508,-0.030962170099248953,21.153349781036376,18.127864923477173,1,-0.030962170099248953,2.7305788694137716,1.961395094011162
2018-02-01,26.506999969482425,-0.01953853778889293,21.355924797058105,18.18871992111206,1,-0.01953853778889293,2.6777451783040513,1.9234442610570657
2018-02-02,26.743000030517575,0.008863910092842679,21.563974809646606,18.252554922103883,1,0.008863910092842679,2.70158597606479,1.9405692832598724
2018-02-05,25.426000595092773,-0.050500462062572936,21.736374807357787,18.309094924926757,1,-0.050500462062572936,2.568542293562127,1.8450030174131269
2018-02-06,26.57200050354004,0.044085752820196514,21.937674808502198,18.37051992893219,1,0.044085752820196514,2.6843115519736616,1.9281609360615064
2018-02-07,26.45599937438965,-0.0043750967207283175,22.12772479057312,18.430884923934936,1,-0.0043750967207283175,2.672593082715809,1.919743472508583
2018-02-08,25.010000228881836,-0.05620719799114988,22.28742480278015,18.479854927062988,1,-0.05620719799114988,2.5265178103661206,1.8148165188313452
2018-02-09,24.94700050354004,-0.002522159369648613,22.446774816513063,18.529504928588867,1,-0.002522159369648613,2.520153558999964,1.8102450297795338
2018-02-12,25.795000076293945,0.03342708298282414,22.62199983596802,18.581939930915834,1,0.03342708298282414,2.6058187330958615,1.871778960947535
2018-02-13,25.82699966430664,0.0012397656918428192,22.793774843215942,18.63497492790222,1,0.0012397656918428192,2.6090513411845686,1.8741009673605604
2018-02-14,26.600000381469727,0.02949078678246153,22.98347487449646,18.69029993057251,1,0.02949078678246153,2.687140108136397,1.930192708973422
2018-02-15,28.027000427246097,0.052257116380152506,23.20809988975525,18.752209930419923,1,0.052257116380152506,2.8312960856674874,2.0337410189193523
2018-02-16,27.85199928283691,-0.00626359517754283,23.436849880218507,18.813674926757812,1,-0.00626359517754283,2.8136174169694486,2.0210422998157265
2018-02-20,27.854999542236328,0.0001077157077421329,23.661174869537355,18.874324922561645,1,0.0001077157077421329,2.8139205040841615,2.0212600095425963
2018-02-21,28.104000091552734,0.008899451182194174,23.892224884033205,18.93654492378235,1,0.008899451182194174,2.8390746151150106,2.039328394427121
2018-02-22,27.81399917602539,-0.010372456789203613,24.11272487640381,18.99742492198944,1,-0.010372456789203613,2.809778634651316,2.018284873948962
2018-02-23,28.593000411987305,0.027622485600312448,24.358149909973143,19.06165992259979,1,0.027622485600312448,2.8884735758325695,2.074812035015562
2018-02-26,29.416000366210938,0.028376809416074473,24.627949905395507,19.1285999250412,1,0.028376809416074473,2.9716132808804443,2.134531902998517
2018-02-27,29.06100082397461,-0.012141658982714867,24.87269992828369,19.19463492870331,1,-0.012141658982714867,2.9357511194280774,2.1087718459200664
2018-02-28,29.13800048828125,0.0026460835237106886,25.121249961853028,19.259919934272766,1,0.0026460835237106886,2.943529648875602,2.114359221427836
2018-03-01,29.038999557495117,-0.0034034421256618676,25.344549942016602,19.325104928016664,1,-0.0034034421256618676,2.9335285448138295,2.10717535405774
2018-03-02,30.104999542236328,0.03605151684715766,25.584549951553345,19.395924925804138,1,0.03605151684715766,3.041216186663127,2.184528187471481
2018-03-05,31.5,0.045296290120745916,25.8579749584198,19.476824927330018,1,0.045296290120745916,3.1821395561055104,2.285754491004385
2018-03-06,32.52199935913086,0.03192921786623195,26.14604992866516,19.56158492565155,1,0.03192921786623195,3.28538224140725,2.359914479097622
2018-03-07,32.11600112915039,-0.012562380216882206,26.41882495880127,19.643654932975767,1,-0.012562380216882206,3.244368177047578,2.330453771874838
2018-03-08,31.700000762939453,-0.013037678530211854,26.68804998397827,19.72357493877411,1,-0.013037678530211854,3.2023436938515717,2.3002672732930565
2018-03-09,33.14400100708008,0.04454503020936395,26.98534998893738,19.81031994342804,1,0.04454503020936395,3.348217036578743,2.405049179421814
2018-03-12,32.130001068115234,-0.03107152878877365,27.245499992370604,19.892094950675965,1,-0.03107152878877365,3.245782455128946,2.331469658330796
2018-03-13,31.58799934387207,-0.017012925507411288,27.482124996185302,19.968509945869446,1,-0.017012925507411288,3.19102927651969,2.292140043241243
2018-03-14,32.154998779296875,0.017790640759832513,27.732174968719484,20.04806993961334,1,0.017790640759832513,3.2483077314960322,2.3332835831116934
2018-03-15,32.10900115966797,-0.0014315208367873759,27.991149997711183,20.127004942893983,1,-0.0014315208367873759,3.243661038006894,2.329945828646859
2018-03-16,31.844999313354492,-0.008256038525734213,28.23644995689392,20.204694943428038,1,-0.008256038525734213,3.216991491402481,2.310788895127987
2018-03-19,31.347999572753903,-0.0157299066997313,28.46899995803833,20.279939942359924,1,-0.0157299066997313,3.166784426832979,2.2747247875373264
2018-03-20,31.75,0.012742269777216694,28.69379997253418,20.356099944114685,1,0.012742269777216694,3.2073946319476176,2.30389539966315
2018-03-21,31.64800071716309,-0.0032177472377859923,28.859275007247923,20.431809945106508,1,-0.0032177472377859923,3.197090633452071,2.2964939609703343
2018-03-22,30.670000076293945,-0.03138999748717884,28.97277503013611,20.502574944496153,1,-0.03138999748717884,3.0982927120169523,2.225526679793451
2018-03-23,30.0939998626709,-0.018959168840387782,29.05087504386902,20.570239939689635,1,-0.018959168840387782,3.040104995696472,2.183730010742392
2018-03-26,32.03499984741211,0.06250323855447494,29.165250062942505,20.647474942207335,1,0.06250323855447494,3.2361854029931454,2.32457602446181
2018-03-27,30.069000244140625,-0.06333430149763782,29.205500078201293,20.718804941177368,1,-0.06333430149763782,3.0375795266484493,2.1819159475573455
2018-03-28,28.57699966430664,-0.050892562094467485,29.222925090789794,20.785969939231872,1,-0.050892562094467485,2.8868571754477483,2.073650962606975
2018-03-29,29.53499984741211,0.032973808857139505,29.28555006980896,20.857284936904907,1,0.032973808857139505,2.9836346445720725,2.1431669378741605
2018-04-02,28.02899932861328,-0.052336331067217634,29.32360005378723,20.921329932212828,1,-0.052336331067217634,2.831498015290004,2.0338860664678315
2018-04-03,28.367000579833984,0.011986853638294638,29.36420006752014,20.987284936904906,1,0.011986853638294638,2.865643004227227,2.058412665767604
2018-04-04,28.893999099731445,0.018407411785624973,29.450900030136108,21.05556493282318,1,0.018407411785624973,2.918880554581982,2.0966535938186603
2018-04-05,29.39699935913086,0.01725867657173687,29.52152500152588,21.125849928855896,1,0.01725867657173687,2.969693793380909,2.1331531208630596
2018-04-06,28.885000228881836,-0.017570169364167984,29.582250022888182,21.194249930381776,1,-0.017570169364167984,2.917971485918781,2.096000603042201
2018-04-09,28.993000030517575,0.003731985434910658,29.68182501792908,21.261699929237366,1,0.003731985434910658,2.928881658643754,2.103837461188756
2018-04-10,29.80699920654297,0.027688816043828945,29.80332498550415,21.33328992366791,1,0.027688816043828945,3.01111210234749,2.162904199991102
2018-04-11,30.367000579833984,0.018613272944310567,29.917624998092652,21.406114926338194,1,0.018613272944310567,3.067683610964085,2.2035399350377234
2018-04-12,30.924999237060547,0.018208382027735722,30.0450749874115,21.4819899225235,1,0.018208382027735722,3.124052804596288,2.2440303457275657
2018-04-13,31.165000915527344,0.007730806029679099,30.15920000076294,21.562299928665162,1,0.007730806029679099,3.1482978469639353,2.261445739835631
2018-04-16,30.777999877929688,-0.012495554562088155,30.22797498703003,21.639484930038453,1,-0.012495554562088155,3.1092028847419235,2.2333635379400056
2018-04-17,33.60599899291992,0.08790444741297464,30.371824979782104,21.732469925880434,1,0.08790444741297464,3.3948882132638856,2.43857343246843
2018-04-18,33.45199966430664,-0.004593027004276375,30.511749982833862,21.82502492427826,1,-0.004593027004276375,3.3793311543688374,2.427398681452891
2018-04-19,33.27000045776367,-0.005455461694765708,30.640899991989137,21.91828992843628,1,-0.005455461694765708,3.360945539311053,2.4141921575254366
