Price,Close,High,Low,Open,Volume
Ticker,V,V,V,V,V
Date,,,,,
2008-03-19,12.467570304870605,15.22588231922251,12.136572863148377,13.129565188315063,708486000
2008-03-20,14.199790000915527,14.3432225632561,12.688235344418858,12.886834147387338,198985200
2008-03-24,13.180314064025879,14.939012702996198,13.019228791850944,14.837507053423462,149566400
2008-03-25,13.957060813903809,14.177725807009006,13.200179820211366,13.367885686362598,87092000
2008-03-26,14.113729476928711,14.228476189458645,13.586340400656637,13.842311699499692,43111600
2008-03-27,13.88202953338623,14.285845883262711,13.824657026838636,14.13358823930368,39829600
2008-03-28,13.848925590515137,13.99897775558468,13.716527017462997,13.98353128345425,24675200
2008-03-31,13.760665893554688,14.007810392463593,13.692259458618048,13.813625008150192,22157200
2008-04-01,13.595166206359863,14.051942535193742,13.308301971318617,13.915130516962359,60410800
2008-04-02,13.751838684082031,13.751838684082031,13.350228569658686,13.619440059768593,43836400
2008-04-03,14.453551292419434,14.627876769574133,13.641504373839627,13.670191047214786,100868000
2008-04-04,14.228477478027344,14.413835237845404,14.067391315151127,14.321156357936374,36394400
2008-04-07,14.352046012878418,14.519751816622673,14.1269668608854,14.365285368805184,28301600
2008-04-08,15.025071144104004,15.058171213413312,14.301290593919346,14.321151308920713,53925600
2008-04-09,14.517546653747559,15.164094997476868,14.477826897071564,15.102309083434186,48324400
2008-04-10,14.588162422180176,14.724975320165843,14.367497435226658,14.599196344943948,22372000
2008-04-11,14.588162422180176,14.733800438128569,14.39839039871693,14.39839039871693,26421600
2008-04-14,14.493274688720703,14.837511488741717,14.46017460790175,14.71835220791751,28443600
2008-04-15,14.199790000915527,14.685253928565153,14.122557600744468,14.627880566920913,23888000
2008-04-16,14.594782829284668,14.773520938885811,14.246131728484622,14.246131728484622,25136800
2008-04-17,14.793374061584473,14.950045927583117,14.566089499874616,14.621255721009609,22459600
2008-04-18,15.225873947143555,15.545837291457735,14.828676562063292,15.007416227118972,104099600
2008-04-21,15.66059398651123,15.998211138410566,15.192783620251511,15.331803635885496,58848000
2008-04-22,15.508328437805176,15.97613861785783,15.446542537023406,15.870218728275132,47357600
2008-04-23,15.464205741882324,15.82168201383543,15.378146514668385,15.656183240956228,37319600
2008-04-24,15.954078674316406,16.10633636520232,15.455375349784978,15.711345850292135,38086800
2008-04-25,16.57193374633789,16.78818609030949,16.309343658670453,16.77053249416087,101460000
2008-04-28,16.68889617919922,17.05520094953004,16.527811644615188,16.880875367889054,132517200
2008-04-29,17.847379684448242,17.847379684448242,15.6672106902461,16.362305585746682,197308400
2008-04-30,18.414487838745117,18.714592279917685,17.889305908463033,17.96212573982251,147543600
2008-05-01,18.84477996826172,19.339068798681957,18.513782667941687,18.621907981321886,116395600
2008-05-02,18.260028839111328,19.30818759422648,17.8738650872268,19.26184814602518,136648800
2008-05-05,18.769756317138672,18.86684941426053,17.83413758950679,18.282087078163244,70377200
2008-05-06,19.314796447753906,19.45160927780404,18.70134835800226,18.860227339082567,75913200
2008-05-07,19.528844833374023,19.82453500919273,19.343487114241046,19.60166465883613,100464800
2008-05-08,19.264053344726562,19.804681869989878,18.963948838531525,19.749515625226675,92836400
2008-05-09,18.28429412841797,19.125026876145945,18.2092671854192,18.935254923521526,94312000
2008-05-12,18.072463989257812,18.641780098113095,17.23393630876366,18.45862774251742,147471600
2008-05-13,18.178377151489258,18.42552249036856,17.827520704981385,18.057012444610763,53249600
2008-05-14,18.14527702331543,18.613085573954383,17.973156972386676,18.3813884192152,51400400
2008-05-15,18.14969253540039,18.299744772031623,17.89813462156862,18.211478453388544,36688800
2008-05-16,18.176170349121094,18.282088569585916,17.93123214942903,18.251195614988696,34066800
2008-05-19,18.38580322265625,18.69914704174393,18.127625640036396,18.154104356075397,45473200
2008-05-20,18.25782012939453,18.50055127275495,18.07466947392434,18.288713092174575,40702000
2008-05-21,17.840755462646484,18.41007126511691,17.76793564717108,18.244572602785237,41831600
2008-05-22,17.059606552124023,17.78559443140815,16.805843209336455,17.778974752349683,85283600
2008-05-23,16.847766876220703,17.0596050045746,16.576349958205313,16.735227291815892,42196400
2008-05-27,17.375167846679688,17.41930187259819,16.40865540686731,16.97355747029654,62776400
2008-05-28,18.076873779296875,18.08349345897221,17.55389888246406,17.71719048743607,52996000
2008-05-29,18.811683654785156,19.18681332991046,18.317394725745544,18.410073584276784,100613200
2008-05-30,19.056631088256836,19.321428436428047,18.935264654946415,18.981604106699354,72016000
2008-06-02,18.99264144897461,19.186826093676718,18.668263544787767,19.023534422369472,36856000
2008-06-03,19.3214054107666,19.40746453054109,18.983788604953073,19.200040805629015,48411600
2008-06-04,18.86244010925293,19.44058118369962,18.818306110433394,19.215503682109674,40684400
2008-06-05,19.250808715820312,19.250808715820312,18.886711231486263,19.078690333581637,27059600
2008-06-06,18.458621978759766,18.974977113785584,18.436555822171794,18.95511807791836,41748000
2008-06-09,18.125410079956055,18.74547775041681,17.776759223762394,18.53584682285965,45240000
2008-06-10,17.721599578857422,18.286502931372482,17.56713480485317,17.7193941417572,36048400
2008-06-11,17.15448570251465,17.873853615723657,17.123592756874316,17.873853615723657,56996400
2008-06-12,17.556100845336914,17.823105201817977,17.333230483856706,17.421495106778888,44605600
2008-06-13,17.990806579589844,18.052592473816187,17.6862896651003,17.710562935480553,30689200
2008-06-16,18.37476921081543,18.425522888871683,17.895926684699123,17.9797804411799,34384000
2008-06-17,18.683696746826172,18.752104010881602,18.465238966423623,18.557917820710813,33277600
2008-06-18,18.504962921142578,18.690320671839313,18.412284045794213,18.47406996269312,33724000
2008-06-19,18.595430374145508,18.62411788859835,18.010669736231797,18.421106584736247,36925200
2008-06-20,18.44097137451172,18.646189862828837,18.260026167444806,18.308572729945215,42546800
2008-06-23,17.887094497680664,18.613082149369838,17.878267700523235,18.502749710211106,30141200
2008-06-24,18.24016571044922,18.301951627541303,17.324405824445886,17.66643548935992,49891200
2008-06-25,18.107763290405273,18.628532650493838,18.06363097861734,18.394628367646185,50711600
2008-06-26,17.454599380493164,17.81648980884674,17.21628080078515,17.785596846685348,76562800
2008-06-27,18.226930618286133,18.286511117459245,17.33323828255419,17.388404538471246,176022800
2008-06-30,17.94227409362793,18.27989133978857,17.719403612520733,18.09674063373207,49301200
2008-07-01,17.964332580566406,17.964332580566406,17.476661608606076,17.573754715572267,44921600
2008-07-02,17.525211334228516,18.182793678865142,17.498732615564823,18.07246119499283,33804000
