Price,Close,High,Low,Open,Volume
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG
Date,,,,,
2004-08-19,2.4805288314819336,2.572490948053174,2.3722498936767993,2.472122773210547,897427216
2004-08-20,2.6775567531585693,2.6965918992497553,2.4844838896751833,2.4970913195361195,458857488
2004-08-23,2.704502820968628,2.8053653421692903,2.6958506534308047,2.737876447567055,366857939
2004-08-24,2.592515707015991,2.758889019816328,2.5603778335504033,2.749989796141945,306396159
2004-08-25,2.620450019836426,2.669893169577036,2.5680410147068233,2.5947398659437386,184645512
2004-08-26,2.667667865753174,2.668656563132038,2.587323543282525,2.5944926641759385,142572401
2004-08-27,2.6241586208343506,2.6852205117297676,2.612786943160997,2.6723650778860244,124826132
2004-08-30,2.521813154220581,2.6078430917504187,2.521813154220581,2.602650891511266,104429967
2004-08-31,2.530712127685547,2.5638384582196587,2.5255208750214795,2.52898202565578,98825037
2004-09-01,2.4783034324645996,2.5455450359281238,2.463964952750021,2.5388702631263973,183633734
2004-09-02,2.5094518661499023,2.530712411077297,2.445918233984355,2.4520988946153928,303810504
2004-09-03,2.47236967086792,2.5151380512520074,2.4553126291662304,2.495608556107578,103538639
2004-09-07,2.5111820697784424,2.5215652836842466,2.462481514312644,2.4970908863512475,117506800
2004-09-08,2.528982162475586,2.547028848022032,2.4844839169310973,2.49041633795841,100186120
2004-09-09,2.5292294025421143,2.539117323809105,2.4968444725854564,2.534667711910215,81620792
2004-09-10,2.6038873195648193,2.634294380118499,2.504260553234836,2.5116769671854193,174804764
2004-09-13,2.657531976699829,2.680028273689668,2.6318218215784266,2.6360243771014695,157628624
2004-09-14,2.7561705112457275,2.7687779422366785,2.6399798630744873,2.6562964477810356,217608605
2004-09-15,2.768778085708618,2.823906610294589,2.72427983435808,2.7331800052444053,215279909
2004-09-16,2.8174781799316406,2.862717828452675,2.7601254505784443,2.7771824914931575,186207345
2004-09-17,2.9044976234436035,2.9044976234436035,2.8070953112741055,2.8286029110103463,190350817
2004-09-20,2.950726270675659,3.0061018497481564,2.886698523597279,2.8911481356265614,213585582
2004-09-21,2.913149833679199,2.976930519174107,2.904992015129819,2.961850635519053,145262446
2004-09-22,2.9264988899230957,2.9583897083696775,2.887686952422269,2.902272725117842,152344894
2004-09-23,2.9868197441101074,3.0315650517271497,2.8928783334810833,2.93787188037765,171524515
2004-09-24,2.9623448848724365,3.067904066917511,2.9606147827805325,2.9897849051250365,183336625
2004-09-27,2.9235332012176514,2.9883023508389788,2.91216152387903,2.955670128374949,141994242
2004-09-28,3.1361355781555176,3.1494844137865585,2.971739658794908,2.998685569319819,340190355
2004-09-29,3.2404592037200928,3.3378605744054473,3.1205612980811956,3.132180267940597,613229953
2004-09-30,3.203871250152588,3.270618735486721,3.189038423046403,3.2112876637056806,276468402
2004-10-01,3.277540922164917,3.3185780176110597,3.186566088103317,3.2335367878998635,303934969
2004-10-04,3.338848829269409,3.383594367088619,3.3133859668942374,3.3435466800488878,261693228
2004-10-05,3.4206764698028564,3.4246317329578724,3.2691359835260636,3.328961409378243,300887589
2004-10-06,3.3887863159179688,3.422654289174046,3.362087700239318,3.400405285012703,268900140
2004-10-07,3.432542085647583,3.458005183641811,3.375683468923099,3.384830930870171,283643194
2004-10-08,3.4048550128936768,3.4530614663084003,3.3873026756740305,3.42932941525936,222442656
2004-10-11,3.343794107437134,3.432790844265309,3.308936722850243,3.3868086013507015,210437827
2004-10-12,3.3966970443725586,3.401888060554618,3.2978116884310746,3.323521843112869,234419380
2004-10-13,3.4832212924957275,3.5487330282014424,3.462950391999943,3.543046479766774,397203256
2004-10-14,3.5104143619537354,3.5198088810122745,3.425374311212974,3.4859409050274897,209835578
2004-10-15,3.5625760555267334,3.596939324292583,3.5091783505048073,3.5828479017061396,265150137
2004-10-18,3.6874186992645264,3.688407160032327,3.4908846800107454,3.5400798305100922,282061287
2004-10-19,3.657258987426758,3.767516025472119,3.642673452270667,3.720545325114741,363918964
2004-10-20,3.473085403442383,3.6832162672720186,3.451083453964127,3.659483269012548,456613107
2004-10-21,3.692857265472412,3.7113980646319513,3.501020847104898,3.569745497669914,585767401
2004-10-22,4.2626824378967285,4.454024511994018,4.056259532181398,4.215959026580995,1481207196
2004-10-25,4.632758140563965,4.806548802212714,4.265647559094161,4.360824709566358,1315480331
2004-10-26,4.494319915771484,4.762298097892593,4.449821431680841,4.6065543501502,895628499
2004-10-27,4.597407817840576,4.685167616892016,4.4935784899356115,4.517063486585118,536262538
2004-10-28,4.778614044189453,4.805559719135424,4.588260667602591,4.614959286494572,596097978
2004-10-29,4.712855815887451,4.943009821183279,4.711866645126363,4.916805315188448,849672890
2004-11-01,4.846102237701416,4.886644982179665,4.728429740279711,4.784794008947955,490828877
2004-11-02,4.817426681518555,4.925705380999971,4.779603442827424,4.914086647747198,455553149
2004-11-03,4.738317489624023,4.983799344955346,4.715574138162236,4.899253181644738,557630330
2004-11-04,4.566011428833008,4.706922831082498,4.532638036861717,4.658469080765613,578544429
2004-11-05,4.186540126800537,4.506680260984988,4.166763811701149,4.498769734945233,796297573
2004-11-08,4.2656474113464355,4.337092982307046,4.187775544229971,4.225600199000904,449349985
2004-11-09,4.170471668243408,4.331159361924238,4.0856775001093775,4.303966161855534,444226854
2004-11-10,4.149705410003662,4.264906404345862,4.111882173666632,4.219172169017723,427355853
2004-11-11,4.524479389190674,4.542525837689442,4.142535985441548,4.18110180909542,601666773
2004-11-12,4.499263763427734,4.692089576410134,4.385546522385134,4.579113976750446,672354740
2004-11-15,4.570213794708252,4.655502080228841,4.418920372858908,4.460945928966434,477844390
